REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;DATA DA ABERTURA;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
NORDESTE;RN;IPANGUAÇU;PICADAS;01420.003645/2010-04;10/09/2010;CERTIFICADA;135/2010;04/11/2010;54330.000942/2011-46 ;
NORDESTE;MA;GUIMARÃES;POVOADO DE GUARIMANDIUA;01420.004078/2010-03;24/09/2010;CERTIFICADA;135/2010;04/11/2010;54230.002394/2006-50 ;
NORDESTE;RN;TOUROS;BAIXA DO QUINQUIM;01420.001720/2010-94;20/07/2010;CERTIFICADA;135/2010;04/11/2010;;
NORDESTE;RN;TOUROS;GERAL;01420.001719/2010-60;20/07/2010;CERTIFICADA;135/2010;04/11/2010;54330.000431/2014-77 ;
NORDESTE;MA;CÂNDIDO MENDES;BOM JESUS DOS PRETOS;01420.004405/2010-19;29/09/2010;CERTIFICADA;135/2010;04/11/2010;;TITULADO
NORDESTE;MA;CHAPADINHA;BARRO VERMELHO;01420.004409/2010-05;11/06/2010;CERTIFICADA;135/2010;04/11/2010;54230.005393/2009-18 ;RTID
NORDESTE;MA;CHAPADINHA;POÇO DE PEDRA;01420.004410/2010-21;11/06/2010;CERTIFICADA;135/2010;04/11/2010;;
NORDESTE;AL;TRAIPU;SÍTIO TABULEIRO;01420.007165/2010-12;30/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;BA;AMÉRICA DOURADA;LAGOA VERDE  (composta pelos povoados Lagoa Verde, Lagoa Verde de Baia e Queimada Nova dos Vianas);01420.006570/2010-13;18/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;BA;AMÉRICA DOURADA;CANABRAVA;01420.007499/2010-88;06/12/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;BA;AMÉRICA DOURADA;GARAPA;01420.007495/2010-08;06/12/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;BA;AMÉRICA DOURADA;QUEIMADA DOS BENEDITOS;01420.007502/2010-63;06/12/2010;CERTIFICADA;162/2010;27/12/2010;54160.002075/2013-44;
NORDESTE;BA;ITACARÉ;PORTO DE TRÁS;01420.004755/2010-85;15/09/2010;CERTIFICADA;162/2010;27/12/2010;;
SUDESTE;ES;VARGEM ALTA;PEDRA BRANCA;01420.007381/2010-50;10/11/2010;CERTIFICADA;162/2010;27/12/2010;;
SUDESTE;ES;ITAPEMIRIM;GRAÚNA;01420.006253/2010-99;24/11/2010;CERTIFICADA;162/2010;27/12/2010;;
SUDESTE;MG;DIAMANTINA;MATA DOS CRIOULOS;01420.006655/2010-93;16/11/2010;CERTIFICADA;162/2010;27/12/2010;54170.004347/2011-60;
SUDESTE;MG;ITAMARANDIBA;TABATINGA;01420.005957/2010-44;22/10/2010;CERTIFICADA;162/2010;27/12/2010;54170.004343/2011-81;
SUDESTE;RJ;SÃO FRANCISCO DE ITABAPOANA;DESERTO FELIZ;01420.006908/2010-29;24/08/2010;CERTIFICADA;162/2010;27/12/2010;54180.000466/2007-48 ;
SUL;SC;GAROPABA;ALDEIA;01420.002423/2009-22;09/02/2009;CERTIFICADA;162/2010;27/12/2010;54210.000866/2008-30 ;
SUL;RS;TAVARES;ANASTÁCIA MACHADO;01420.002223/2010-11;23/08/2010;CERTIFICADA;162/2010;27/12/2010;54220.000246/2011-87;
NORDESTE;PI;JERUMENHA;ARTUR PASSOS;01420.006208/2010-34;11/11/2010;CERTIFICADA;162/2010;27/12/2010;54380.000777/2011-37;
NORDESTE;MA;SERRANO DO MARANHÃO;CABANIL;01420.005145/2010-07;15/10/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;MA;ITAPECURU-MIRIM;JACARÉ;01420.006828/2010-73;24/11/2010;CERTIFICADA;162/2010;27/12/2010;54230.001903/2011-94 ;
NORDESTE;MA;ANAJATUBA;POVOADO RETIRO;01420.005748/2010-09;10/11/2010;CERTIFICADA;162/2010;27/12/2010;54230.010993/2010-23 ;
NORDESTE;MA;ITAPECURU-MIRIM;MONTE LINDO II;01420.006379/2010-63;23/11/2010;CERTIFICADA;162/2010;27/12/2010;54230.001902/2011-40 ;
NORTE;PA;SALVATERRA;DEUS AJUDE;01420.005569/2010-63;26/10/2010;CERTIFICADA;162/2010;27/12/2010;54100.000114/2005-73 ;
NORTE;PA;SALVATERRA;BAIRRO ALTO;01420.005574/2010-76;26/10/2010;CERTIFICADA;162/2010;27/12/2010;54100.001306/2010-64 ;
NORTE;PA;SALVATERRA;CALDEIRÃO;01420.005571/2010-32;26/10/2010;CERTIFICADA;162/2010;27/12/2010;54100.000290/2007-77 ;
NORTE;PA;SALVATERRA;PAU FURADO;01420.005572/2010-87;26/10/2010;CERTIFICADA;162/2010;27/12/2010;54100.000458/2007-44 ;
NORDESTE;PE;MIRANDIBA;FAZENDA PAU-DE-LEITE;01420.006512/2010-81;03/12/2010;CERTIFICADA;162/2010;27/12/2010;54141.001649/2013-95;
NORDESTE;PE;BOM CONSELHO;SÍTIO FLORES;01420.006135/2010-81;23/11/2010;CERTIFICADA;162/2010;27/12/2010;54140.000307/2013-68 ;
NORDESTE;PE;IATI;SÍTIO RETIRO;01420.006141/2010-38;23/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORTE;TO;ARAGUATINS;ILHA SÃO VICENTE;01420.006334/2010-99;12/11/2010;CERTIFICADA;162/2010;27/12/2010;54400.001430/2011-26 ;RTID
NORTE;TO;ARAGOMINAS;PÉ DO MORRO;01420.005756/2010-47;03/11/2010;CERTIFICADA;162/2010;27/12/2010;54400.001357/2011-92 ;
NORDESTE;BA;IRARÁ;TAPERA MELÃO;01420.004887/2010-15;15/10/2010;CERTIFICADA;162/2010;27/12/2010;54160.000556/2013-15;
NORTE;AP;ITAUBAL;SÃO MIGUEL DO MACACOARI;01420.006712/2010-34;22/11/2010;CERTIFICADA;162/2010;27/12/2010;54350.000254/2012-29 ;
NORTE;PA;PRAINHA;UNIÃO SÃO JOÃO;01420.000342/2010-21;27/01/2010;CERTIFICADA;162/2010;27/12/2010;;
NORTE;PA;SALVATERRA;SÃO BENEDITO DA PONTA;01420.007606/2010-78;07/12/2010;CERTIFICADA;162/2010;27/12/2010;54100.000069/2007-19 ;
NORDESTE;AL;TRAIPU;MUMBAÇA;01420.007104/2010-47;29/11/2010;CERTIFICADA;162/2010;27/12/2010;54360.000608/2014-88 ;
NORDESTE;AL;JACARÉ DOS HOMENS;BAIXAS;01420.007107/2010-81;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;AL;JACARÉ DOS HOMENS;POÇÕES;01420.007103/2010-01;29/11/2010;CERTIFICADA;162/2010;27/12/2010;54360.000218/2014-16 ;
NORDESTE;AL;CARNEIROS;LAGOA DO ALGODÃO;01420.007108/2010-25;29/11/2010;CERTIFICADA;162/2010;27/12/2010;54360.000649/2013-93 ;
NORDESTE;AL;TAQUARANA;LAGOA DO COXO;01420.007112/2010-93;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;AL;PARICONHA;MELANCIA;01420.007116/2010-71;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;AL;CANAPI;SERRA ALTO DE NEGRAS;01420.007113/2010-38;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;AL;PASSO DE CAMARAGIBE;PERPETUA;01420.007115/2010-27;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
SUDESTE;MG;CHAPADA DO NORTE;PORTO DOS ALVES, POÇÕES E PORTO SERVANO;01420.001699/2010-27;29/07/2010;CERTIFICADA;162/2010;27/12/2010;54170.004346/2011-15;
NORDESTE;AL;IGACI;SÍTIO SERRA VERDE;01420.007111/2010-49;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;BA;PIATÃ;MACHADO;01420.000806/2010-08;07/04/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;MA;CHAPADINHA;PRATA DOS QUIRINOS;01420.008437/2010-93;15/12/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;MA;FERNANDO FALCÃO;SÍTIO DOS ARRUDAS;01420.007034/2010-27;25/11/2010;CERTIFICADA;162/2010;27/12/2010;;
SUL;RS;URUGUAIANA;RINCÃO DOS FERNANDES;01420.007922/2010-40;15/12/2010;CERTIFICADA;162/2010;27/12/2010;54220.002537/2011-18;
NORDESTE;AL;CANAPI;TUPETE;01420.007109/2010-70;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;AL;ÁGUA BRANCA;POVOADO CAL;01420.007114/2010-82;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;AL;CANAPI;MUMDUMPIN;01420.007118/2010-61;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;MA;ROSÁRIO;BOA VISTA;01420.000626/2007-12;20/03/2007;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;AL;PIRANHAS;SÍTIO LAGES;01420.007117/2010-16;29/11/2010;CERTIFICADA;162/2010;27/12/2010;;
NORDESTE;AL;JACARÉ DOS HOMENS;RIBEIRAS;01420.007106/2010-36;29/11/2010;CERTIFICADA;28/2011;10/02/2011;54360.000219/2014-52 ;
NORDESTE;BA;LIVRAMENTO DE NOSSA SENHORA;MARACUJÁ;01420.001258/2010-25;09/06/2010;CERTIFICADA;28/2011;10/02/2011;;
SUDESTE;MG;OURO VERDE DE MINAS;ÁGUA LIMPA;01420.001096/2007-20;07/05/2007;CERTIFICADA;28/2011;10/02/2011;54170.004337/2011-24;
SUDESTE;MG;TEÓFILO OTONI;SÃO JULIÃO II;01420.009082/2010-50;23/12/2010;CERTIFICADA;28/2011;10/02/2011;54170.004335/2011-35;
SUDESTE;MG;ITABIRA;MORRO DE SANTO ANTÔNIO;01420.008808/2010-37;20/12/2010;CERTIFICADA;28/2011;10/02/2011;54170.004336/2011-80;
NORDESTE;MA;PEDRO DO ROSÁRIO;SANTO INÁCIO;01420.000049/2011-45;10/11/2010;CERTIFICADA;28/2011;10/02/2011;;TITULADO
NORDESTE;PE;FLORESTA;NEGROS DO PAJEÚ;01420.001479/2010-01;06/07/2010;CERTIFICADA;28/2011;10/02/2011;54141.000249/2011-09;
NORTE;PA;MOCAJUBA | MOJU;SÃO JOSÉ DO ICATU;01420.009023/2010-81;20/12/2010;CERTIFICADA;28/2011;10/02/2011;;
SUL;RS;CATUÍPE;PASSO DO ARAÇÁ;01420.007311/2010-00;26/11/2010;CERTIFICADA;28/2011;10/02/2011;54220.001296/2011-81;
NORDESTE;SE;PROPRIÁ;SANTO ANTÔNIO CANAFISTULA;01420.005576/2010-65;12/06/2010;CERTIFICADA;28/2011;10/02/2011;54370.000475/2011-88 ;
NORDESTE;BA;IRARÁ;BAIXINHA;01420.000868/2011-92;26/01/2011;CERTIFICADA;28/2011;10/02/2011;54160.001807/2013-89;
NORDESTE;PE;FLORESTA;FILHOS DE PAJEÚ (BOQUEIRÃO, CACHOEIRA, MELANCIA, CABEÇA DE VACA E BEZERRA);01420.000996/2011-36;26/01/2011;CERTIFICADA;28/2011;10/02/2011;;
NORDESTE;SE;CAPELA;TERRA DURA E COQUEIRAL;01420.000553/2011-45;22/11/2010;CERTIFICADA;28/2011;10/02/2011;54370.000474/2011-33 ;
NORDESTE;RN;AÇU;BELA VISTA PIATÓ;01420.003864/2011-66;29/03/2011;CERTIFICADA;65/2011;11/05/2011;54330.000943/2011-91 ;
NORDESTE;BA;JOÃO DOURADO;PARA QUEDAS;01420.003818/2011-67;31/03/2011;CERTIFICADA;65/2011;11/05/2011;54160.000848/2012-77;
NORDESTE;BA;JOÃO DOURADO;SERRINHA;01420.003819/2011-10;04/04/2011;CERTIFICADA;65/2011;11/05/2011;54160.001278/2012-32;
NORDESTE;BA;JOÃO DOURADO;LAGOA DO MEIO;01420.003822/2011-25;31/03/2011;CERTIFICADA;65/2011;11/05/2011;54160.001280/2012-10;
NORDESTE;BA;JOÃO DOURADO;DESCOBERTA;01420.003821/2011-81;31/03/2011;CERTIFICADA;65/2011;11/05/2011;54160.001279/2012-87;
NORDESTE;BA;JOÃO DOURADO;LAGOA DOS LUNDUS;01420.003820/2011-36;31/03/2011;CERTIFICADA;65/2011;11/05/2011;54160.001286/2012-89;
NORDESTE;BA;SÃO GABRIEL;CAROAZAL;01420.003823/2011-70;31/03/2011;CERTIFICADA;65/2011;11/05/2011;;
NORDESTE;BA;MUCUGÊ;BARRIGUDA;01420.001275/2011-43;04/02/2011;CERTIFICADA;65/2011;11/05/2011;;
NORDESTE;BA;IBITITÁ;PEDRA LISA;01420.001224/2010-31;07/06/2010;CERTIFICADA;65/2011;11/05/2011;54160.000833/2012-17;
NORDESTE;BA;SÃO SEBASTIÃO DO PASSÉ;PALMEIRA DA ÁGUA BOA;01420.003294/2011-12;17/03/2011;CERTIFICADA;65/2011;11/05/2011;54160.002843/2011-06;
NORDESTE;BA;PRESIDENTE DUTRA;COLOUDO RAMOS;01420.000884/2010-02;27/04/2010;CERTIFICADA;65/2011;11/05/2011;;
NORDESTE;BA;WENCESLAU GUIMARÃES;MUCUGÊ;01420.008042/2010-91;07/12/2010;CERTIFICADA;65/2011;11/05/2011;;
NORDESTE;MA;ICATU;BOCA DA MATA;01420.000532/2010-49;22/02/2010;CERTIFICADA;65/2011;11/05/2011;;
NORDESTE;MA;PRESIDENTE SARNEY;CENTRINHO, PASSA BEM E PIRINÃ;01420.002664/2011-96;22/02/2011;CERTIFICADA;65/2011;11/05/2011;;
NORDESTE;MA;SANTA QUITÉRIA DO MARANHÃO;CANA BRAVA;01420.003366/2011-13;17/03/2011;CERTIFICADA;65/2011;11/05/2011;;
SUDESTE;MG;ATALÉIA;SALINEIROS;01420.003278/2009-05;02/12/2009;CERTIFICADA;65/2011;11/05/2011;54170.004350/2011-83;
NORTE;PA;TOMÉ-AÇU;SÃO PEDRO;01420.001298/2011-58;07/02/2011;CERTIFICADA;65/2011;11/05/2011;54100.002023/2013-82 ;
NORDESTE;SE;ESTÂNCIA;CURUANHA;01420.000554/2011-90;26/07/2010;CERTIFICADA;65/2011;11/05/2011;54370.001177/2011-13 ;RTID
NORDESTE;SE;RIACHUELO;QUEBRA CHIFRE;01420.001165/2007-03;11/05/2007;CERTIFICADA;65/2011;11/05/2011;54370.001190/2011-64;
NORDESTE;BA;IRARÁ;MASSARANDUBA;01420.004355/2011-51;15/04/2011;CERTIFICADA;65/2011;11/05/2011;54160.002782/2013-31;
SUDESTE;MG;RESENDE COSTA;CURRALINHO DOS PAULAS;01420.001090/2007-52;07/05/2007;CERTIFICADA;65/2011;11/05/2011;54170.004351/2011-28;
NORDESTE;BA;MIRANGABA;DIONISIA E OLHOS D' ÁGUA;01420.000581/2010-81;19/03/2010;CERTIFICADA;65/2011;11/05/2011;54160.001824/2013-16;
NORDESTE;MA;CODÓ;MONTE CRISTO E MATUZINHO;01420.004670/2011-88;19/04/2011;CERTIFICADA;65/2011;11/05/2011;54230.001928/2011-98 ;
NORDESTE;BA;IRARÁ;OLARIA E PEDRA BRANCA;01420.004353/2011-61;15/04/2011;CERTIFICADA;65/2011;11/05/2011;54160.000557/2013-60;
SUDESTE;MG;SABINÓPOLIS;SANTA BÁRBARA;01420.004642/2011-61;05/11/2010;CERTIFICADA;65/2011;11/05/2011;54170.004356/2011-51;
SUDESTE;MG;ITAMARANDIBA;CHICO ALVES, GANGORRA, VENENO, ASA BRANCA, CÓRREGO FUNDO, GASPAR e CAPOEIRA GRANDE;01420.004640/2011-71;17/04/2011;CERTIFICADA;65/2011;11/05/2011;54170.004349/2011-59;
SUDESTE;MG;JANUÁRIA;QUEBRA GUIADA;01420.004595/2011-55;20/04/2011;CERTIFICADA;65/2011;11/05/2011;54170.004353/2011-17;
SUDESTE;MG;PEDRAS DE MARIA DA CRUZ;PALMEIRINHA;01420.004600/2011-20;20/04/2011;CERTIFICADA;65/2011;11/05/2011;54170.004352/2011-72;
NORDESTE;MA;MATINHA;TANQUE DE VALENÇA;01420.002617/2011-42;02/03/2011;CERTIFICADA;65/2011;11/05/2011;54230.002023/2008-30 ;
NORDESTE;MA;IGARAPÉ DO MEIO;JUTAÍ;01420.002623/2011-08;03/03/2011;CERTIFICADA;65/2011;11/05/2011;;
NORDESTE;BA;LAPÃO;LAGEDO DO PAU D´ARCO;01420.001039/2011-27;27/01/2011;CERTIFICADA;65/2011;11/05/2011;54160.002689/2014-15;
SUDESTE;RJ;PETRÓPOLIS;TAPERA;01420.002953/2011-95;16/03/2011;CERTIFICADA;65/2011;11/05/2011;54180.000170/2013-75 ;
NORDESTE;BA;CAÉM;BOM JARDIM;01420.005870/2011-58;17/05/2011;CERTIFICADA;91/2011;17/06/2011;54160.001934/2014-69;
NORDESTE;BA;CAÉM;MONTEIRO;01420.005870/2011-58;17/05/2011;CERTIFICADA;91/2011;17/06/2011;54160.001934/2014-69;
NORDESTE;BA;CAÉM;PAU SECO;01420.005870/2011-58;17/05/2011;CERTIFICADA;91/2011;17/06/2011;54160.001934/2014-69;
NORDESTE;BA;CONDEÚBA;TAMBORIL;01420.005602/2011-36;11/05/2011;CERTIFICADA;91/2011;17/06/2011;54160.000618/2012-16;
NORDESTE;BA;FILADÉLFIA;VÁRZEA DA SERRA;01420.005872/2011-47;17/05/2011;CERTIFICADA;91/2011;17/06/2011;54160.001816/2013-70;
NORDESTE;BA;IBITIARA;TIRIRICA DE CIMA;01420.005194/2011-12;04/05/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;BA;IBITIARA;RIACHÃO;01420.005191/2011-89;04/05/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;BA;IGRAPIÚNA;SAPUCAIA;01420.005193/2011-78;04/05/2011;CERTIFICADA;91/2011;17/06/2011;54160.000679/2012-75;
NORDESTE;BA;JOÃO DOURADO;MATA DO MILHO;01420.006550/2011-15;26/05/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;BA;JOÃO DOURADO;RIACHO;01420.006551/2011-60;26/05/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;BA;POÇÕES;LAGOA DO JOÃO, PIMENTEIRA e VASSOURA;01420.005605/2011-70;10/05/2011;CERTIFICADA;91/2011;17/06/2011;54160.002267/2012-70;
NORDESTE;BA;SÃO GABRIEL;BOA HORA;01420.006552/2011-12;26/05/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;BA;SÃO GABRIEL;BUQUEIRÃO DOS CARLOS;01420.006554/2011-01;26/05/2011;CERTIFICADA;91/2011;17/06/2011;54160.001254/2013-64;
NORDESTE;BA;SÃO GABRIEL;CURRALINHO;01420.006558/2011-81;26/05/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;BA;SENHOR DO BONFIM;ANACLETO;01420.001064/2010-20;20/05/2010;CERTIFICADA;91/2011;17/06/2011;54160.003083/2007-60;
NORDESTE;BA;VITÓRIA DA CONQUISTA;LARANJEIRAS;01420.005606/2011-14;10/05/2011;CERTIFICADA;91/2011;17/06/2011;54160.001342/2013-66;
NORDESTE;CE;QUITERIANÓPOLIS;FURADA;01420.000409/2011-17;13/01/2011;CERTIFICADA;91/2011;17/06/2011;54130.000080/2012-99 ;
NORDESTE;CE;QUITERIANÓPOLIS;SÃO JERÔNIMO;01420.001214/2009-61;19/05/2009;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;MA;CEDRAL;ENGOLE;01420.005464/2011-95;29/03/2011;CERTIFICADA;91/2011;17/06/2011;54230.005145/2011-83 ;
NORDESTE;MA;CENTRAL DO MARANHÃO;BOA VISTA;01420.005456/2011-49;29/03/2011;CERTIFICADA;91/2011;17/06/2011;54230.003936/2011-79 ;
NORDESTE;MA;OLINDA NOVA DO MARANHÃO;SÃO BENEDITO DOS CARNEIROS;01420.006225/2011-52;11/05/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;MA;SANTA HELENA;PAU POMBO;01420.005465/2011-30;29/03/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;MA;SERRANO DO MARANHÃO;BRASÍLIA;01420.002618/2011-97;09/03/2011;CERTIFICADA;91/2011;17/06/2011;54230.004272/2009-14 ;
NORDESTE;MA;SERRANO DO MARANHÃO;PONTA;01420.005469/2011-18;29/03/2011;CERTIFICADA;91/2011;17/06/2011;54230.004250/2009-81 ;
NORDESTE;MA;SERRANO DO MARANHÃO;SANTA FILOMENA;01420.005476/2011-10;29/03/2011;CERTIFICADA;91/2011;17/06/2011;54230.004246/2009-12 ;
NORDESTE;MA;SERRANO DO MARANHÃO;CEDRO;01420.005462/2011-04;29/03/2011;CERTIFICADA;91/2011;17/06/2011;54230.004251/2009-25 ;
NORDESTE;MA;TURILÂNDIA;PINDOBAL DE FAMA;01420.005473/2011-86;12/03/2011;CERTIFICADA;91/2011;17/06/2011;54230.012479/2010-22 ;
SUDESTE;MG;DIAMANTINA;VARGEM DO INHAÍ;01420.005421/2011-18;30/04/2011;CERTIFICADA;91/2011;17/06/2011;54170.004355/2011-14;
NORDESTE;PB;POMBAL;DANIEL;01420.004888/2011-32;28/04/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;PB;POMBAL;RUFINOS DO SÍTIO SÃO JOÃO;01420.004861/2011-40;28/04/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;PE;MIRANDIBA;FAZENDA QUIXABEIRA HELENA GOMES DA SILVA;01420.006105/2011-55;14/09/2011;CERTIFICADA;91/2011;17/06/2011;54141.001650/2013-10;
SUL;RS;PIRATINI;SÃO MANOEL;01420.003321/2011-49;17/03/2011;CERTIFICADA;91/2011;17/06/2011;54220.000745/2011-74;
NORDESTE;SE;ILHA DAS FLORES;BONGUE;01420.005406/2011-61;04/05/2011;CERTIFICADA;91/2011;17/06/2011;54370.001178/2011-50 ;
NORDESTE;MA;SERRANO DO MARANHÃO;BOA ESPERANÇA DOS CAMPOS;01420.005142/2010-65;15/10/2010;CERTIFICADA;91/2011;17/06/2011;;
CENTRO-OESTE;MS;NIOAQUE;FAMÍLIA BULHÕES;01420.005327/2011-51;06/05/2011;CERTIFICADA;91/2011;17/06/2011;54290.001353/2011-07 ;
CENTRO-OESTE;MS;NIOAQUE;FAMÍLIA MARTINS DA CONCEIÇÃO;01420.002473/2011-24;23/02/2011;CERTIFICADA;91/2011;17/06/2011;54290.000948/2011-37 ;
NORDESTE;BA;LIVRAMENTO DE NOSSA SENHORA;PAJEÚ;01420.001257/2010-81;09/06/2010;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;BA;LIVRAMENTO DE NOSSA SENHORA;LAGOA DOS COUROS;01420.001256/2010-36;09/06/2010;CERTIFICADA;91/2011;17/06/2011;;
NORTE;AP;SANTANA;IGARAPÉ DO LAGO;01420.007090/2011-42;08/06/2011;CERTIFICADA;91/2011;17/06/2011;54350.001037/2013-37 ;
NORDESTE;MA;MIRINZAL;BOM VIVER;01420.007125/2011-43;18/04/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;MA;SÃO VICENTE FERRER;CANTA GALO I;01420.006796/2011-97;19/05/2011;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;MA;SERRANO DO MARANHÃO;NAZARÉ;01420.007133/2011-90;12/10/2008;CERTIFICADA;91/2011;17/06/2011;54230.004225/2001-11 ;
NORDESTE;MA;SERRANO DO MARANHÃO;SANTA ROSA;01420.007140/2011-91;07/06/2009;CERTIFICADA;91/2011;17/06/2011;54230.003943/2011-71 ;
NORDESTE;MA;SERRANO DO MARANHÃO;AÇUDE;01420.007121/2011-65;10/01/2008;CERTIFICADA;91/2011;17/06/2011;;
NORDESTE;MA;SERRANO DO MARANHÃO;FRECHAL DOS CAMPOS;01420.007126/2011-98;07/03/2003;CERTIFICADA;91/2011;17/06/2011;54230.004247/2009-67 ;
SUDESTE;RJ;CABO FRIO;MARIA JOAQUINA;01420.006924/2011-01;02/06/2011;CERTIFICADA;91/2011;17/06/2011;54180.000419/2013-42 ;
NORTE;AP;MACAPÁ;SANTA LÚZIA DO MARUANUM I;01420.010618/2011-61;11/08/2011;CERTIFICADA;165/2011;04/10/2011;54350.000221/2012-89 ;
NORTE;AP;MACAPÁ;SÃO JOÃO DO MARUANUM II;01420.010619/2011-13;11/08/2011;CERTIFICADA;165/2011;04/10/2011;54350.001694/2013-84 ;
SUDESTE;RJ;CABO FRIO;MARIA ROMANA;01420.007498/2011-14;25/05/2011;CERTIFICADA;165/2011;04/10/2011;54180.001440/2011-00 ;
NORDESTE;BA;SIMÕES FILHO;RIO DOS MACACOS;01420.011454/2011-99;23/08/2011;CERTIFICADA;165/2011;04/10/2011;54160.003162/2011-57;PORTARIA NO DOU
NORDESTE;PI;REDENÇÃO DO GURGUÉIA;BREJÃO DOS AIPINS;01420.010844/2011-41;17/08/2011;CERTIFICADA;181/2011;08/11/2011;54330.002282/2005-02;
NORDESTE;CE;OCARA;MELÂNCIAS;01420.003633/2010-71;23/09/2010;CERTIFICADA;181/2011;08/11/2011;;
NORDESTE;SE;PIRAMBU;ALAGAMAR;01420.007669/2011-13;09/06/2011;CERTIFICADA;181/2011;08/11/2011;54370.001342/2011-29 ;RTID
NORDESTE;SE;CAPELA;CANTA GALO;01420.007670/2011-30;05/05/2011;CERTIFICADA;181/2011;08/11/2011;54370.001341/2011-84 ;
NORDESTE;BA;BONITO;BOTAFOGO;01420.013971/2011-01;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002660/2014-25;
NORDESTE;BA;BONITO;VARAME;01420.013984/2011-71;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002340/2013-94;
NORDESTE;BA;BONITO;RIO DAS LAGES;01420.013982/2011-82;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.003108/2014-54;
NORDESTE;BA;BONITO;RIBEIRO;01420.013981/2011-38;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002593/2013-68;
NORDESTE;BA;BONITO;QUIXABÁ;01420.013980/2011-93;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002338/2013-15;
NORDESTE;BA;BONITO;MATA FLORENÇA;01420.013979/2011-69;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002339/2013-60;
NORDESTE;BA;BONITO;GUARANI;01420.013977/2011-70;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002589/2014-81;
NORDESTE;BA;BONITO;GRAMIAR;01420.013976/2011-25;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002299/2013-56;
NORDESTE;BA;BONITO;CABECEIRA DO BREJO;01420.013972/2011-47;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002295/2013-78;
NORDESTE;BA;BONITO;CATUABINHA;01420.013974/2011-36;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.000031/2014-61;
NORDESTE;BA;BONITO;GITIRANA;01420.013975/2011-81;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002297/2013-67;
NORDESTE;BA;BONITO;ARIZONA;01420.013966/2011-90;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002296/2013-12;
NORDESTE;BA;BONITO;BAIXA DO CHEIRO;01420.013968/2011-89;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.000030/2014-16;
NORDESTE;BA;BONITO;BAIXA VISTOSA;01420.013969/2011-23;20/10/2011;CERTIFICADA;195/2011;01/12/2011;54160.002298/2013-10;
NORDESTE;BA;PIATÃ;TIJUCO E CAPÃO FRIO;01420.003315/2011-91;23/03/2011;CERTIFICADA;195/2011;01/12/2011;;
